"행정구역","2021년05월_남_총인구수","2021년05월_남_연령구간인구수","2021년05월_남_0~9세","2021년05월_남_10~19세","2021년05월_남_20~29세","2021년05월_남_30~39세","2021년05월_남_40~49세","2021년05월_남_50~59세","2021년05월_남_60~69세","2021년05월_남_70~79세","2021년05월_남_80~89세","2021년05월_남_90~99세","2021년05월_남_100세 이상","2021년05월_여_총인구수","2021년05월_여_연령구간인구수","2021년05월_여_0~9세","2021년05월_여_10~19세","2021년05월_여_20~29세","2021년05월_여_30~39세","2021년05월_여_40~49세","2021년05월_여_50~59세","2021년05월_여_60~69세","2021년05월_여_70~79세","2021년05월_여_80~89세","2021년05월_여_90~99세","2021년05월_여_100세 이상"
"경상북도 의성군 단북면(4773042000)","867","867","23","27","61","44","79","188","222","135","81","7","0","931","931","15","25","41","35","42","120","210","212","208","21","2"
"경상북도 의성군 안계면(4773043000)","2,199","2,199","119","114","207","208","258","397","427","308","151","10","0","2,413","2,413","125","134","158","155","223","364","437","419","333","63","2"
"경상북도 의성군 다인면(4773044000)","1,861","1,861","50","62","110","120","170","323","456","351","197","20","2","1,931","1,931","43","60","69","68","96","281","456","437","380","40","1"
"경상북도 의성군 신평면(4773045000)","400","400","9","8","13","15","24","89","106","67","62","7","0","427","427","12","6","9","15","20","58","82","115","96","14","0"
"경상북도 의성군 안평면(4773046000)","1,071","1,071","24","38","43","44","99","190","301","201","122","9","0","1,077","1,077","25","36","31","37","39","139","279","226","231","32","2"
"경상북도 의성군 안사면(4773047000)","396","396","10","14","17","24","33","70","108","72","46","2","0","439","439","4","9","13","19","17","54","93","106","105","18","1"
"경상북도 청송군 (4775000000)","12,380","12,380","491","624","995","950","1,322","2,474","2,819","1,754","889","59","3","12,445","12,445","461","553","645","684","999","2,152","2,803","2,217","1,655","263","13"
"경상북도 청송군 청송읍(4775025000)","2,561","2,561","154","173","268","252","313","529","466","265","135","6","0","2,616","2,616","128","181","195","208","283","476","467","353","274","46","5"
"경상북도 청송군 주왕산면(4775031500)","907","907","23","33","53","72","89","182","245","145","62","3","0","922","922","25","20","40","44","50","170","227","184","142","20","0"
"경상북도 청송군 부남면(4775032000)","1,232","1,232","33","53","76","65","91","256","320","214","117","6","1","1,266","1,266","35","38","52","53","72","218","336","257","175","30","0"
"경상북도 청송군 현동면(4775033000)","1,036","1,036","35","55","80","54","113","232","220","155","85","7","0","1,057","1,057","40","43","53","49","79","194","229","189","156","23","2"
"경상북도 청송군 현서면(4775034000)","1,244","1,244","30","51","67","76","99","242","361","192","119","7","0","1,259","1,259","24","43","50","45","75","217","365","246","161","32","1"
"경상북도 청송군 안덕면(4775035000)","1,254","1,254","39","52","71","66","114","256","315","220","110","11","0","1,354","1,354","34","38","44","53","85","236","308","305","211","37","3"
"경상북도 청송군 파천면(4775036000)","882","882","23","22","52","65","79","147","258","148","78","10","0","889","889","28","30","33","30","52","120","204","185","175","32","0"
"경상북도 청송군 진보면(4775037000)","3,264","3,264","154","185","328","300","424","630","634","415","183","9","2","3,082","3,082","147","160","178","202","303","521","667","498","361","43","2"
"경상북도 영양군 (4776000000)","8,187","8,187","374","470","655","550","974","1,597","1,791","1,143","566","64","3","8,307","8,307","340","444","463","455","679","1,296","1,765","1,476","1,175","199","15"
"경상북도 영양군 영양읍(4776025000)","3,540","3,540","238","266","368","324","503","631","647","381","161","21","0","3,637","3,637","198","269","264","285","400","590","665","517","366","81","2"
"경상북도 영양군 입암면(4776031000)","1,032","1,032","33","45","57","61","116","201","254","170","86","8","1","1,099","1,099","37","30","43","51","60","165","262","237","184","30","0"
"경상북도 영양군 청기면(4776032000)","879","879","29","25","44","38","86","180","212","180","78","7","0","843","843","25","27","33","22","39","103","227","181","160","23","3"
"경상북도 영양군 일월면(4776033000)","870","870","17","42","64","42","72","193","205","134","90","11","0","886","886","21","37","45","27","60","144","193","165","170","23","1"
"경상북도 영양군 수비면(4776034000)","856","856","35","48","57","38","99","177","203","117","70","11","1","849","849","24","51","35","32","61","134","192","160","135","20","5"
"경상북도 영양군 석보면(4776035000)","1,010","1,010","22","44","65","47","98","215","270","161","81","6","1","993","993","35","30","43","38","59","160","226","216","160","22","4"
"경상북도 영덕군 (4777000000)","17,021","17,021","780","1,043","1,365","1,212","2,071","3,264","3,621","2,347","1,218","97","3","18,891","18,891","786","1,010","979","1,103","1,704","2,789","3,924","3,448","2,682","448","18"
"경상북도 영덕군 영덕읍(4777025000)","5,236","5,236","367","444","552","485","791","997","864","481","233","21","1","5,687","5,687","385","476","388","507","763","836","995","734","498","98","7"
"경상북도 영덕군 강구면(4777031000)","2,881","2,881","110","166","235","212","357","584","639","409","160","9","0","3,274","3,274","110","129","174","165","288","539","761","649","399","59","1"
"경상북도 영덕군 남정면(4777032000)","1,140","1,140","23","41","75","60","111","235","292","190","103","10","0","1,203","1,203","20","21","49","48","63","170","262","288","236","45","1"
"경상북도 영덕군 달산면(4777033000)","509","509","8","19","25","29","30","103","152","84","54","5","0","615","615","4","18","20","18","32","82","135","142","138","25","1"
"경상북도 영덕군 지품면(4777034000)","734","734","19","22","40","29","67","150","199","127","72","9","0","745","745","16","13","27","27","32","106","191","164","149","19","1"
"경상북도 영덕군 지품면원전출장소(4777034500)","251","251","4","7","10","8","21","48","67","56","29","1","0","286","286","5","8","6","4","5","39","75","81","55","8","0"
"경상북도 영덕군 축산면(4777035000)","429","429","16","15","27","14","45","84","91","87","48","2","0","483","483","10","15","17","18","30","59","103","111","106","14","0"
"경상북도 영덕군 축산면축산출장소(4777035500)","803","803","23","39","47","42","89","159","191","145","62","6","0","908","908","20","31","33","31","71","142","223","208","140","9","0"
"경상북도 영덕군 영해면(4777036000)","2,918","2,918","156","212","265","224","362","537","577","374","196","15","0","3,377","3,377","177","205","199","212","321","516","657","537","458","93","2"
"경상북도 영덕군 병곡면(4777037000)","1,295","1,295","40","58","58","71","132","236","323","223","145","9","0","1,464","1,464","28","70","48","50","70","185","318","328","315","52","0"
"경상북도 영덕군 창수면(4777038000)","825","825","14","20","31","38","66","131","226","171","116","10","2","849","849","11","24","18","23","29","115","204","206","188","26","5"
"경상북도 청도군 (4782000000)","20,642","20,642","752","1,155","1,606","1,422","2,387","3,810","4,943","3,057","1,382","127","1","21,310","21,310","703","1,101","1,133","1,218","1,927","3,304","4,847","3,620","2,950","497","10"
"경상북도 청도군 화양읍(4782025000)","3,513","3,513","238","330","348","300","518","618","644","344","157","16","0","3,666","3,666","210","334","248","316","488","577","660","449","326","57","1"
"경상북도 청도군 화양읍남성현출장소(4782025100)","552","552","20","19","27","53","60","92","133","90","53","4","1","550","550","21","6","31","36","26","75","139","105","95","16","0"
"경상북도 청도군 청도읍(4782025300)","4,979","4,979","203","359","469","434","690","901","1,068","602","232","21","0","5,215","5,215","220","363","367","352","613","831","1,073","767","539","86","4"
"경상북도 청도군 청도읍유호출장소(4782025400)","762","762","16","30","44","47","83","129","210","142","57","4","0","821","821","25","18","27","36","49","115","237","172","123","19","0"
"경상북도 청도군 각남면(4782031000)","1,035","1,035","26","41","70","63","94","175","276","191","89","10","0","1,122","1,122","22","34","44","49","61","159","262","253","197","41","0"
"경상북도 청도군 풍각면(4782032000)","1,904","1,904","66","64","122","135","197","363","497","288","155","17","0","1,974","1,974","58","83","83","113","136","295","497","343","321","44","1"
"경상북도 청도군 각북면(4782033000)","1,107","1,107","34","24","76","53","72","235","327","183","102","1","0","1,124","1,124","27","37","42","52","71","196","279","225","160","34","1"
"경상북도 청도군 이서면(4782034000)","2,190","2,190","65","145","146","112","243","397","532","383","151","16","0","2,283","2,283","60","119","110","118","202","343","551","380","330","69","1"
"경상북도 청도군 운문면(4782035000)","1,034","1,034","21","28","74","54","86","233","303","138","87","10","0","1,055","1,055","13","13","47","39","87","186","236","205","200","29","0"
"경상북도 청도군 금천면(4782036000)","1,671","1,671","34","60","110","71","166","325","430","327","135","13","0","1,616","1,616","20","43","67","50","93","241","411","335","304","50","2"
"경상북도 청도군 매전면(4782037000)","1,895","1,895","29","55","120","100","178","342","523","369","164","15","0","1,884","1,884","27","51","67","57","101","286","502","386","355","52","0"
"경상북도 고령군 (4783000000)","15,939","15,939","714","1,052","1,416","1,200","2,076","3,294","3,390","1,834","884","76","3","15,085","15,085","669","921","1,018","988","1,611","2,501","3,053","2,260","1,803","256","5"
"경상북도 고령군 대가야읍(4783025300)","5,037","5,037","313","485","543","402","772","1,022","836","447","204","13","0","4,960","4,960","278","405","389","393","712","822","872","619","415","53","2"
"경상북도 고령군 덕곡면(4783031000)","706","706","18","23","48","35","52","139","210","97","75","8","1","714","714","18","18","38","24","39","110","164","138","149","15","1"
"경상북도 고령군 운수면(4783032000)","929","929","18","30","63","61","100","177","243","153","75","8","1","912","912","26","21","46","44","50","140","218","186","158","23","0"
"경상북도 고령군 성산면(4783033000)","1,404","1,404","28","39","115","106","157","322","352","185","91","9","0","1,156","1,156","35","36","81","59","77","218","272","196","154","28","0"
"경상북도 고령군 다산면(4783034000)","4,378","4,378","247","387","426","400","648","890","823","386","158","13","0","4,024","4,024","228","353","325","324","553","699","750","467","289","36","0"
"경상북도 고령군 개진면(4783035000)","1,026","1,026","26","18","72","68","91","241","282","158","60","10","0","883","883","17","13","47","41","42","152","213","174","155","29","0"
"경상북도 고령군 우곡면(4783036000)","802","802","14","18","47","45","87","166","190","150","82","3","0","755","755","15","28","18","26","45","110","171","157","166","19","0"
"경상북도 고령군 쌍림면(4783037000)","1,657","1,657","50","52","102","83","169","337","454","258","139","12","1","1,681","1,681","52","47","74","77","93","250","393","323","317","53","2"
"경상북도 성주군 (4784000000)","22,260","22,260","941","1,213","2,027","1,728","2,747","4,532","5,073","2,739","1,152","108","0","20,744","20,744","940","976","1,337","1,465","1,854","3,699","4,567","3,116","2,387","394","9"
"경상북도 성주군 성주읍(4784025000)","6,875","6,875","426","701","829","672","1,072","1,277","1,088","564","228","18","0","6,658","6,658","484","559","598","648","929","1,119","1,070","712","459","80","0"
"경상북도 성주군 선남면(4784031000)","3,371","3,371","107","102","305","266","420","734","834","441","148","14","0","2,800","2,800","91","80","159","195","176","583","704","457","290","61","4"
"경상북도 성주군 용암면(4784032000)","2,013","2,013","54","69","135","158","218","454","565","249","101","10","0","1,665","1,665","55","38","84","87","114","316","433","264","235","39","0"
"경상북도 성주군 수륜면(4784033000)","1,526","1,526","44","42","100","96","127","304","438","236","123","16","0","1,537","1,537","32","51","51","81","89","274","368","270","273","48","0"
"경상북도 성주군 가천면(4784034000)","1,000","1,000","28","17","71","76","102","205","273","144","78","6","0","1,019","1,019","34","20","45","40","56","192","270","170","163","27","2"
"경상북도 성주군 금수면(4784035000)","623","623","18","23","39","39","62","133","154","101","51","3","0","580","580","8","15","28","20","36","101","135","111","111","15","0"
"경상북도 성주군 대가면(4784036000)","1,234","1,234","38","50","102","65","144","248","289","198","91","9","0","1,214","1,214","35","42","78","59","86","187","293","230","180","24","0"
